Array ID,Panel count,Azimuth,Pitch,Annual TOF,Annual solar access,Annual TSRF
1,73,237,20,93,100,93
Weighted average by panel count:,,,,,100,93

Array ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1,100,100,100,100,100,100,100,100,100,100,100,100
