Array ID,Panel count,Azimuth,Pitch,Annual TOF,Annual solar access,Annual TSRF
1,54,165,18,96,96,92
Weighted average by panel count:,,,,,96,92

Array ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1,96,94,94,96,97,97,97,97,96,93,95,95
