Array ID,Panel count,Azimuth,Pitch,Annual TOF,Annual solar access,Annual TSRF
1,12,244,30,93,96,89
2,12,244,30,93,98,92
3,16,156,30,96,98,94
Weighted average by panel count:,,,,,97.4,91.9

Array ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1,93,93,95,97,98,98,98,97,96,94,93,92
2,98,98,98,99,99,99,99,99,98,98,98,98
3,99,98,99,99,98,98,98,99,97,98,98,98
