Array ID,Panel count,Azimuth,Pitch,Annual TOF,Annual solar access,Annual TSRF
1,43,180,10,93,99,92
2,8,270,14,86,100,86
Weighted average by panel count:,,,,,99.2,91.1

Array ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1,98,99,99,99,99,99,99,99,99,99,98,97
2,100,100,100,100,100,100,100,100,100,100,100,100
