Array ID,Panel count,Azimuth,Pitch,Annual TOF,Annual solar access,Annual TSRF
1,84,274,15,85,96,81
2,84,95,15,84,99,83
Weighted average by panel count:,,,,,97.5,82

Array ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1,96,96,96,96,96,95,95,95,96,96,97,97
2,99,99,99,99,99,99,99,99,99,99,99,99
