Array ID,Panel count,Azimuth,Pitch,Annual TOF,Annual solar access,Annual TSRF
1,9,270,14,86,100,86
2,45,180,10,93,99,92
Weighted average by panel count:,,,,,99.2,91

Array ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1,100,100,100,100,100,100,100,100,100,100,100,100
2,98,99,99,99,99,100,99,99,99,99,98,97
