Array ID,Panel count,Azimuth,Pitch,Annual TOF,Annual solar access,Annual TSRF
1,39,269,27,85,99,84
2,39,89,27,82,99,81
Weighted average by panel count:,,,,,99,82.5

Array ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1,99,99,99,99,100,100,100,100,100,99,99,99
2,98,99,99,99,98,98,99,99,99,99,99,98
