Array ID,Panel count,Azimuth,Pitch,Annual TOF,Annual solar access,Annual TSRF
1,84,274,15,85,99,84
2,84,95,15,84,100,84
Weighted average by panel count:,,,,,99.5,84

Array ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1,99,99,99,99,98,98,98,98,98,99,99,99
2,100,100,100,100,100,100,100,100,100,100,100,100
